index;sentence;aspect;sentiment_coded;polarity
638;you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.;performance;2;neutral
639;you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.;price;1;positive
640;you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.;look;1;positive
641;you can find many laptops with the same performance and even better with lower price, but you cannot find the look, easy, applications, and the experience in mac.;applications;1;positive
642;Excellent speed for processing data.;speed;1;positive
643;When you call tech support you were routed to someone who was in another country and did not know what they were doing.;tech support;0;negative
644;It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.;gaming;1;positive
645;It has come into good use for my finances, scheduling, my parents business expenses, and it is definitely amazing for gaming.;use;1;positive
646;I was taught to use Photoshop and was amazed.;Photoshop;1;positive
647;Somehow the system clock got messed up after reboot.;system clock;0;negative
648;the only problem is that i had to add 1 gb RAM, the computer was kinda slow.;RAM;0;negative
649;With the macbook pro it comes with freesecuritysoftware to protect it from viruses and other intrusive things from downloads and internet surfing or emails.;securitysoftware;1;positive
650;The driver updates don't fix the issue, very frustrating.;driver updates;0;negative
651;I will never go back to Windows!;Windows;0;negative
652;It doesnt work worth a damn.;work;0;negative
653;It works really well.;works;1;positive
654;Bigger HD, better graphics card, and a bid HD.;HD;1;positive
655;Bigger HD, better graphics card, and a bid HD.;HD;1;positive
656;Bigger HD, better graphics card, and a bid HD.;graphics card;1;positive
657;The built in camera is very useful when chatting with other techs in remote buildings on our campus.;built in camera;1;positive
658;Mine came at $1,700 w/o a DVD burner (!).;DVD burner;0;negative
659;The DVD burner broke after burning 3 DVD'd during that time!;DVD burner;0;negative
660;It works fine with our wireless and they've had not problems.;works;1;positive
661;But you must get the 15 inch.;15 inch;1;positive
662;Product support very poor as each phone call costs me long distan;Product support;0;negative
663;Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.;screen;1;positive
664;Overall the computer is very easy to use, the screen is perfect, great computer, my daughter loves.;use;1;positive
665;  The casing of the power cord fried and shocked my husband when he pulled it out of the socket.;casing of the power cord;0;negative
666;It does not keep internet signals no matter where you bring it.;internet signals;0;negative
667;It's a great product for a great price!;price;1;positive
668;Again, the same problem, the right speaker did not work.;right speaker;0;negative
670;But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.;software;1;positive
671;But see the macbook pro is different because it may have a huge price tag but it comes with the full software that you would actually need and most of it has free future updates.;updates;1;positive
672;and the multiple page viewer ( allows you to press one button to see every separate page currently opened at the same time in one screen) are great for those who are working non stop or just shopping online.;multiple page viewer;1;positive
673;This was the 3rd day and part still had not been shipped.;shipped;0;negative
674;Keyboard good sized and wasy to use.;Keyboard;1;positive
675;Keyboard good sized and wasy to use.;use;1;positive
676;HP said it was out of warranty.;warranty;2;neutral
677;I never had this kind of quality issue with Dell (not to say Dell is that great), not with a brand new laptop.;quality;0;negative
678;wonderful features.;features;1;positive
679;I had to call HP and ask for a recovery disk because the computer does not come with one and completely redo it all.;recovery disk;0;negative
680;Im glad that it has such great features in it.;features;1;positive
681;I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.;programs;1;positive
682;I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.;Office;0;negative
683;I like those programs better than Office and you can save your files to be completely compatible with the Office programs as well.;Office programs;2;neutral
684;Great wifi too.;wifi;1;positive
685;WHEN TYPING, LETTERS AND SPACES ARE FREQUENTLY OMITTED REQUIRING THE USER TO REDO MANY WORDS AND SENTENCES.;TYPING;0;negative
686;  Only a few days after I received the computer back, the screen froze again.;screen;0;negative
687;It is not ideal for children because of the temp.;temp;0;negative
688;Although i do believe that Windows operating system may be to fault for some of the problems.;Windows operating system;0;negative
689;Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.;OS;1;positive
690;Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.;processor speed;1;positive
691;Great OS, fabulous improvements to the existing line bumping up the processor speed and adding the thunderbolt port.;thunderbolt port;1;positive
692;  The lcd screen stopped working on mine after 10 months.;lcd screen;0;negative
693;Images are crisp and clean.;Images;1;positive
694;although its windows vista compared to windows xp sucks.;windows vista;0;negative
695;although its windows vista compared to windows xp sucks.;windows xp;1;positive
696;  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.;Vista;0;negative
697;  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.;Adobe Flash player;0;negative
698;  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.;Internet Explore;0;negative
699;  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.;Windows update;0;negative
700;  We have had numerous problems with Vista, such as Adobe Flash player just quits and has to be uninstalled and then reinsalled, Internet Explore just quits and you lose whatever you were working on, also, the same Windows update has appeared on this computer since we got it and has been updated probably 400 times, the same update.;update;0;negative
701;with the switch being at the top you need to memorize the key combination rather than just flicking a switch.;switch;0;negative
702;with the switch being at the top you need to memorize the key combination rather than just flicking a switch.;switch;0;negative
703;One more tip, please purchase this model and get a 4GB stick of RAM to save you $10;4GB stick of RAM;1;positive
704;It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!;hardrive;0;negative
705;It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!;touch control buttons;0;negative
706;It has bein into the shop to get a new hardrive 2 times and to fix the touch control buttons on the keyboard!;keyboard;0;negative
707;I always have used a tower home PC and jumped to the laptop and have been very satisfied with its performance.;performance;1;positive
708;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;iLife software;1;positive
709;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;iPhoto;1;positive
710;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;iMovie;1;positive
711;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;iWeb;1;positive
712;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;iTunes;1;positive
713;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;GarageBand;1;positive
714;The computer runs very fast with no problems and the iLife software that comes with it (iPhoto, iMovie, iWeb, iTunes, GarageBand) is all very helpful as well.;runs;1;positive
715;At first it worked well for a month or so then the system board failed and I send it in to toshiba some complaints and three weeks later I then receive my laptop back only to discover that it still has the same problem so now I have to send it back again to get it fixed again.;system board;0;negative
716;  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.;size;2;neutral
717;  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.;software;2;neutral
718;  Until I bought the Dell, I thought you just looked for what you wanted (size, software, options, hardware) and purchase the best deal you could find.;hardware;2;neutral
719;It has plenty of memory, lots of hard drive, and great graphics.;memory;1;positive
720;It has plenty of memory, lots of hard drive, and great graphics.;hard drive;1;positive
721;It has plenty of memory, lots of hard drive, and great graphics.;graphics;1;positive
722;It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.;programs;1;positive
723;It didn't take me long to get switched over to the Mac computer programs and navigation - it's been just fine and like the way this laptop functions much better.;navigation;1;positive
724;However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).;hinge;0;negative
725;However, my girlfriend realized that the netbook's hinge is a bit loose (when you open or close the LCD).;LCD;2;neutral
726;My problem was with DELL Customer Service.;DELL Customer Service;0;negative
727;Newegg's RMA service was great as always, I contacted them late Friday night, and they issued me an RMA number and a PrePaid UPS shipping label the very next morning on Saturday.;RMA service;1;positive
728;Design: very durable.;Design;1;positive
729;It is easy to go from one keyboard to another.;keyboard;2;neutral
730;Has a 5-6 hour battery life.;battery life;2;neutral
731;My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60;screen/video resolution;0;negative
732;My ONLY issues are: 1) the screen/video resolution won't increase to a higher resolution then 1024 x 60;resolution;0;negative
733;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;applications;2;neutral
734;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;Dreamweaver;2;neutral
735;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;Final Cut Pro 7;2;neutral
736;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;Photoshop;2;neutral
737;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;Safari;2;neutral
738;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;Firefox;2;neutral
739;I run Dreamweaver, Final Cut Pro 7, Photoshop, Safari, Firefox, MSN Messenger and a few other applications constantly at the same time.;MSN Messenger;2;neutral
740;  I was told by many  that it was a great computer, but we got one of these, and it worked  great for one year, and as soon as the warrenty was up, then it got  really bad.;warrenty;0;negative
741;Ive had to call tech support many times.;tech support;2;neutral
742;The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!;Apple applications;1;positive
743;The Apple applications (ex.iPhoto) are fun, easy, and really cool to use (unlike the competition)!;iPhoto;1;positive
744;Not to mention it has shit gigs.;gigs;0;negative
745;I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.;memory;2;neutral
746;I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.;17-inch screen;2;neutral
747;I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.;DVD;1;positive
748;I paid for extra memory and the 17-inch screen, as well as the top of the line DVD and CD burners.;CD burners;1;positive
749;Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.;web browsing;1;positive
750;Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.;uploading photos;1;positive
751;Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.;watching movies;1;positive
752;Its pretty fast and does not have hiccups while I am using it for web browsing, uploading photos, watching movies (720p) on occasion and creating presentations.;creating presentations;1;positive
753;Quality Display  I love HP,, it's the only computer/printer we will buy.;Quality Display;1;positive
755;Despite the inconvenient weight, I opted for the 12 cell battery.;12 cell battery;1;positive
756;The case is carved out of a single block of aluminum.;case;2;neutral
757;     First it burned or fused the power adapter plug.;power adapter plug;0;negative
758;the features are great, the only thing it needs is better speakers.;features;1;positive
759;the features are great, the only thing it needs is better speakers.;speakers;0;negative
760;It was still working, but there was nothing on the screen.;screen;0;negative
761;I bought this laptop and found its TAB is not functioning.;TAB;0;negative
762;  Toshiba is aware of the issue but unless the extended warrenty is bought Toshiba will do nothing about it.;extended warrenty;0;negative
763;-Called headquarters again, they report that TFT panel is broken, should be fixed by the end of the week (week 3).;TFT panel;0;negative
764;Navigation through the computer is far superior compared to Windows operating systems, as well.;Navigation;1;positive
765;Navigation through the computer is far superior compared to Windows operating systems, as well.;Windows operating systems;0;negative
766;The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.;screen;0;negative
767;The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.;screen size;0;negative
768;The screen is framed by half- to a full-inch margin that is obviously unnecessary, reduces the screen size and increases the bulk.;bulk;0;negative
769;Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.;music software;0;negative
770;Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.;software;1;positive
771;Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.;picture;0;negative
772;Though the picture, video, and music software is nowhere close to professional grade software Im used to (CS5) but does the job for beginner and even intermediate media designers.;video;0;negative
773;The much lauded combined touch pad and clicker is a nightmare.;combined touch pad and clicker;0;negative
774;The Unibody construction is solid, sleek and beautiful.;Unibody construction;1;positive
775;This MacBook is an outstanding product with great value.;value;1;positive
776;I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.;Windows;0;negative
777;I had to re-install Windows within two weeks of the purchase and soon discovered cracks in the screen hinges.;screen hinges;0;negative
778;A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.;BATTERY;0;negative
780;A SECOND PROBLEM INVOLVES THE BATTERY WHICH IS ADVERTISED AS HAVING A STORAGE LIFE OF 11 HOURS BUT WHEN FULLY CHARGED SHOWS ONLY 7 HOURS OF SERVICE.;SERVICE;0;negative
781;and plenty of storage with 250 gb(though I will upgrade this and the ram..);storage;1;positive
782;and plenty of storage with 250 gb(though I will upgrade this and the ram..);ram;2;neutral
783;"No temporary replacement, they are out of replacements because ""many computers had problems with the Nvidia chipset""-Inquired status of repair.";Nvidia chipset;0;negative
784;I took it to friend who temporarily fixed it and I finally paid about 1500 for the extended warranty.;extended warranty;2;neutral
785;Programs would crash all the time, and it turned out to be a very unstable, unreliable laptop for me.;Programs;0;negative
786;I BOUGHT THIS LAP TOP AND THE CHARGE TIME DOSEN'T LAST AS LONG AS THEY SAY IT WILL MORE LIKE 2 HOURS;CHARGE TIME;0;negative
787;Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.;size;0;negative
788;Also, because of the size and consistancy of the laptop computer, some websites wouldn't even attempt to work on the computer because of browser problems.;consistancy;0;negative
789;the key bindings take a little getting used to, but have loved the Macbook Pro.;key bindings;0;negative
790;Keyboard is reasonable size.;Keyboard;1;positive
791;Keyboard is reasonable size.;size;1;positive
792;I find myself using the 10-key more than I thought I would.;10-key;1;positive
793;Fan noise: The fan made a constant hissing noise in the background.;Fan;0;negative
794;Fan noise: The fan made a constant hissing noise in the background.;fan;0;negative
795;The screen is bright and clear, the operating system is solid and friendly to a novice.;screen;1;positive
796;The screen is bright and clear, the operating system is solid and friendly to a novice.;operating system;1;positive
797;It has a .1 ghz faster processor and a stock 500gb hard drive.;processor;1;positive
798;It has a .1 ghz faster processor and a stock 500gb hard drive.;500gb hard drive;1;positive
799;The feature are good enough for what I need.;feature;1;positive
800;Finally, the biggest problem has been tech support.;tech support;0;negative
801;""" This isn't a big deal, I haven't noticed the issue with DVDs or other media, only through USB output.";USB output;0;negative
802;With Windows laptops a wireless mouse is an absolute must.;wireless mouse;2;neutral
803;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.;size;1;positive
804;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.;screen;1;positive
805;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.;Windows;2;neutral
806;(I had been a Windows/Linux user before this) I love the size because the screen is big enough for what I use it for (Internet, artwork), and yet it is small enough to be reasonably portable.;Linux;2;neutral
807;But if you're willing to pay another 200 dollar for a windows disc.;windows disc;2;neutral
808;Very good quality and well made.;quality;1;positive
809;I bought a Logitech desktop set in anticipation for using with the MBP, but I use the touchpad 90% of the time.;touchpad;1;positive
810;my niece and nephew have played a few web games and it runs anything that doesn't require a dedicated video card.;video card;2;neutral
811;It had the full sized touch pad with 2 buttons instead of just one.;touch pad;2;neutral
812;Typically, when I purchase a new laptop I always end up using an external mouse for convenience.;external mouse;2;neutral
813;It was super easy to set up and Is really easy to get used to.;set up;1;positive
814;The only thing that can be updated is the video, other than that you're all set.;video;0;negative
815;Its a good laptop for its value.;value;1;positive
816;Then the hard drive failed;;;
817;Plain and simple, it(laptop) runs great and loads fast.;runs;1;positive
818;Plain and simple, it(laptop) runs great and loads fast.;loads;1;positive
819;of course my warranty runs out next month.;warranty;2;neutral
820;The capabilities using that program alone made me want a Mac.;program;1;positive
821;"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.";disk throughput;2;neutral
822;"(If you ever see the spinning beachball come up when you think it shouldn't, check the ""Activity Monitor"" app to see if the disk throughput has temporarily dropped to zero.";spinning beachball;0;negative
823;I have found also, it is very easy to be able to access wireless internet access;;;
826;The battery has never worked well.;battery;0;negative
827;I will never buy another computer from Dell ever again do to how awful it worked and how I was treated by the company.;company;0;negative
828;The only problem is a lack of screen resolutions!;screen resolutions;0;negative
829;Small enough to use on a long flight, Light enough to carry through airports and powerful enough to replace my desktop while on long business trips.;carry;1;positive
830;Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.;keyboard;0;negative
831;Typing on the keyboard becomes uncomfortable after extended use due to the sharp edges that your wrists rest on.;edges;0;negative
832;It has many great programs, such as ILife, iPhotos and others.;programs;1;positive
833;It has many great programs, such as ILife, iPhotos and others.;ILife;1;positive
834;It has many great programs, such as ILife, iPhotos and others.;iPhotos;1;positive
835;The processor went on me, the fan went and the motherboard went.;processor;0;negative
836;The processor went on me, the fan went and the motherboard went.;fan;0;negative
837;The processor went on me, the fan went and the motherboard went.;motherboard;0;negative
838;It is very well built.;built;1;positive
839;I highly recommend this laptop to anybody that wants great performance from a laptop and would like to relax and not become enraged cursing the gods about to throw your laptop out the door.;performance;1;positive
840;The screen resolution was exactly what I was looking for.;screen resolution;1;positive
841;Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.;Snow Leopard;1;positive
842;Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.;CPU;0;negative
843;Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.;Office Mac applications;0;negative
844;Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.;Word;0;negative
845;Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.;Excel;0;negative
846;Even though it is running Snow Leopard, 2.4 GHz C2D is a bit of an antiquated CPU and thus the occasional spinning wheel would appear when running Office Mac applications such as Word or Excel.;spinning wheel;0;negative
847;There is no number pad to the right of the keyboard which is a bummer.;pad;0;negative
848;There is no number pad to the right of the keyboard which is a bummer.;keyboard;0;negative
849;After 20-30 min the screen of the notebook switched off.;screen;0;negative
850;If upgrade is possible to the full Windows 7, then I will truly be a very happy geek.;Windows 7;1;positive
851;I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.;programs;1;positive
852;I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.;iLife;1;positive
853;I was originally concerned that I couldn't view work I had done in college on my Mac because of the PC formatting, but I was even more thrilled to learn of programs like iLife and iWork that allow you to convert your PC documents into readable files on Macs.;iWork;1;positive
855;10 hours of battery life is really something else....;battery life;1;positive
856;Runs fast and the regular layout keyboard is so much better.;regular layout keyboard;1;positive
857;Runs fast and the regular layout keyboard is so much better.;Runs;1;positive
858;All the programs are easy and straight forward on my MacBook Pro, it is clean and organized, which I always strive to be myself.;programs;1;positive
859;I reinstalled windows through the recovery discs and everything seemed good again.;windows;1;positive
860;I reinstalled windows through the recovery discs and everything seemed good again.;recovery discs;1;positive
861;Windows 7 Starter is terrific (no you can't change the background) but I don't need to, I use it just for school work.;Windows 7 Starter;1;positive
862;Support has been lackluster and now I just want a refund.;Support;0;negative
863;First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.;3 year warranty;0;negative
864;First of all, they had no record of me having the 3 year warranty I'd paid almost $400 for, and I had to call in, spend hours on their online chat service, and fax in multiple documents.;online chat service;0;negative
865;""">  iPhoto is probably the best program I have ever worked with: easy and convenient.";iPhoto;1;positive
866;I love to write and play with graphics and html programming and my new Toshiba works great on both!;works;1;positive
867;My laptop now has no battery.;battery;0;negative
870;It made the computer much easier to use and navigate.;use;1;positive
871;It made the computer much easier to use and navigate.;navigate;1;positive
872;:-)If you buy this - don't go into it expecting 7 hrs of battery life, and you'll be perfectly satisfied.;battery life;0;negative
873;Needs longer lasting battery, More than 1 to 2 Hrs.;battery;0;negative
874;in May I started having problems with the USB ports not working.;USB ports;0;negative
875;10 plus hours of battery...;battery;1;positive
876;The design is awesome, quality is unprecedented.;design;1;positive
877;The design is awesome, quality is unprecedented.;quality;1;positive
878;The Mac version of Microsoft Office is cheaper than buying the actual and works just as well.;Mac version of Microsoft Office;1;positive
879;The Mac takes about the same amount of starting-up time as the average PC, but keeps itself cleaned up and ready to use.;starting-up time;1;positive
880;The Toshiba Net book operates very well.;operates;1;positive
881;the touch pad is fine - again, it's a real touch pad.;touch pad;1;positive
882;the touch pad is fine - again, it's a real touch pad.;touch pad;1;positive
883;The pictures are clear as can be.;pictures;1;positive
884;It is also very lightweight, making transporting this computer very easy.;transporting;1;positive
885;It's wonderful for computer gaming.;gaming;1;positive
886;You have to toss out the wifi card and replace it just to have any sort of network capability.;network capability;0;negative
887;You have to toss out the wifi card and replace it just to have any sort of network capability.;wifi card;0;negative
888;AND the best part is that it even comes with a free printer (when they have a certain promotion/offer going, of course)!;printer;1;positive
889;it is very easy for anyone to use an apple and specially the mcbook pro notebook.;use;1;positive
890;The flaws are, this computer is not for computer gamers because of the OS X.;OS X;0;negative
891;They really do have the worlds very worst repair service.;repair service;0;negative
892;They need to stop outsoucing and send some complaint calls to US based customer service agents for those who live in the United states.;customer service agents;0;negative
893;  I was also able to install and use my Photoshop and AfterEffects programs easily.;Photoshop;1;positive
894;  I was also able to install and use my Photoshop and AfterEffects programs easily.;AfterEffects programs;1;positive
895;It's perfect for everything and runs faster than an average pc!;runs;1;positive
896; Then after paying for it to be examined I was told it was same problem cited on website but I'd have to pay anyways since it was past warrenty.;warrenty;0;negative
897;I'm already hooked on the sleek look and dependability that this laptop has shown.;look;1;positive
898;I'm already hooked on the sleek look and dependability that this laptop has shown.;dependability;1;positive
899;And having to deal with the company has been a even worse nightmare.;company;0;negative
900;  I will definitely be getting a new laptop if it has any more issues after the warranty expires and researching carefully when I do so I don't run accross a situation like this again!;warranty;2;neutral
901;It has all the features that are necessary for college and if not they are able to be added onto the computer.;features;1;positive
902;I've owned this labtop for less then two months, already the mouse button has broke.;mouse button;0;negative
903;It did fairly well, other than it's poor performance, overheating and occational blue screen.;performance;0;negative
904;The touchpad is very intuitive, so much so that I never want to use buttons to click again!;touchpad;1;positive
905;The touchpad is very intuitive, so much so that I never want to use buttons to click again!;buttons;2;neutral
906;tons of bloatware and junk programs.;programs;0;negative
907;lots of extra space but the keyboard is ridiculously small.;space;1;positive
908;lots of extra space but the keyboard is ridiculously small.;keyboard;0;negative
909;It's so bad that I'm thinking I only got half a battery or something.;battery;0;negative
910;Good keyboard, long battery life, largest hard drive and windows 7.;keyboard;1;positive
911;Good keyboard, long battery life, largest hard drive and windows 7.;battery life;1;positive
912;Good keyboard, long battery life, largest hard drive and windows 7.;hard drive;1;positive
913;Good keyboard, long battery life, largest hard drive and windows 7.;windows 7;1;positive
914;The processor is very quick and effective as I load webpages and applications.;processor;1;positive
915;The processor is very quick and effective as I load webpages and applications.;applications;2;neutral
916;The processor is very quick and effective as I load webpages and applications.;load;1;positive
917;The processor is very quick and effective as I load webpages and applications.;webpages;2;neutral
918;My battery went bad about a year and a half after having it and it cost around eighty to a hundred dollars!;battery;0;negative
919;It pretty much does everything we could ever need, and looks great to boot.;boot;1;positive
920;As a lifelong Windows user, I was extremely pleased to make the change to Mac.;Windows;0;negative
921;The Macbook is also made better, my computer has never got a virus, and the laptop runs just as fast as the first day I bought it.;runs;1;positive
922;I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.;OpenOffice;2;neutral
923;I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.;Firefox;2;neutral
924;I wiped nearly everything off of it, installed OpenOffice and Firefox, and I am operating an incredibly efficient and useful machine for a great price.;price;1;positive
925;Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.;quality;0;negative
926;Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.;performance;0;negative
927;Overall I feel this netbook was poor quality, had poor performance, although it did have great battery life when it did work.;battery life;1;positive
928;I picked it out because it was inexpensive ($400) and I thought it would be a good, easy to use first laptop.;use;1;positive
929;MY ONLY PROBLEM IS I CAN NOT REG. THE PRODUCT KEY.;PRODUCT KEY;0;negative
930;Pay attention to the specs if you want these options.;specs;2;neutral
931;It also does not have bluetooth.;bluetooth;0;negative
933;Sure it has the one touch keys but that was the best feature of the computer.;one touch keys;1;positive
934;great battery life.;battery life;1;positive
935;The real stand out on this computer is the feel of the keyboard and it's speed.;keyboard;1;positive
936;The real stand out on this computer is the feel of the keyboard and it's speed.;speed;1;positive
937;At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.;specs;1;positive
938;At first, the computer seemed a great deal--seemingly high-end specs for a low, low price.;price;1;positive
939;Delivery was early too.;Delivery;1;positive
940;Love the stability of the Mac software and operating system.;stability;1;positive
941;Love the stability of the Mac software and operating system.;Mac software;1;positive
942;Love the stability of the Mac software and operating system.;operating system;1;positive
943;And that probably explains why I've already had my SATA controller go bad within a year of buying it.;SATA controller;0;negative
944;It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).;video editing;1;positive
945;It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).;performance;0;negative
946;It's also very capable of doing moderate video editing (although you may need the performance boost of the larger MacBook Pros for heavy duty mobile video editing).;mobile video editing;2;neutral
947;My main reason to convert was the imovie program.;imovie program;1;positive
948;It has a faster processor and more ram.;processor;1;positive
949;It has a faster processor and more ram.;ram;1;positive
950;Laptops are usually used on the go, so why not give you a better battery?;battery;0;negative
952;I wasn't a big fan of the Netbooks but this one was very well designed.;designed;1;positive
953;And the warranty on this macbook pro can last up to 5 years or 1000 battery recharge cycles.;warranty;1;positive
954;I still have that stupid bluetooth mouse to!;bluetooth mouse;0;negative
955;Would like more trendy, high tech features.;features;0;negative
956;Keyboard is great but primary and secondary control buttons could be more durable.;Keyboard;1;positive
957;Keyboard is great but primary and secondary control buttons could be more durable.;control buttons;0;negative
