index;Text;Sentiment;sentiment_coded
499;ePlayer : Highlights Türkei - Niederlande . Titel : WM - Quali : Robben stürzt Türkei ins Tal der Tränen . Kanal : Länderspiele;neutral;2
500;"RT @SportNewsBlog_ : 1860 : Funkel vor "" schwieriger Aufgabe "" http://t.co/7DT60gk8GN #fussball #bundesliga";neutral;2
501;echt unmöglich .;negative;0
502;RT @petrasorge : Hämischer Optimismus zu Zahlen der NYT : IT ' S OFFICIAL : We Never Need To Worry About The Future Of Journalism Again ! http:// ...;neutral;2
503;Zerfahrene DFB - Elf rettet Unentschieden http://t.co/ojRr5ufHfl;neutral;2
504;Trainingstag 2 geschafft , Materialausgabe war auch erfolgreich . Morgen früh gehts endlich aufs Eis ! #cantwait;positive;1
505;Ihre kostenlose digitale Notfallmappe wartet schon auf Sie ! http://t.co/bMjuZoLJwP #Sicherheit #Vorsorge #Gesundheit #Krankheit #Tod #Leben;neutral;2
506;Indien erreicht 2,1 Gigawatt Photovoltaik - Leistung : In Indien waren Ende August 2013  insgesamt Photovol ... http://t.co/yhseqxVw1X #solar;neutral;2
507;RT @BieberTatt : England : Big Ben . Paris : Eiffel Tower . Canada : Justin Bieber . #mtvhottest Justin Bieber;positive;1
508;@CupCakeJuana hast du den film schon gesehen ? Ich liebe den film haha;positive;1
509;Da ham se mich erwischt ... beim Webmastermeeting ... Ick seh bombe aus ! #frankfux #fuxamfreitag #suderbruch #sexy http://t.co/bGbp5GOvEK;positive;1
510;Fliegen erstmal 2 Kinder synchron aufs Maul und ich lache mich halb tot;positive;1
511;RT @ginocultura : Das schöne von im Internet gekauften Scheiss ist , dass dir der Scheiss auch erklärt und geliefert wird .;positive;1
512;RT @frankfurtam : #Frankfurter-Info Kulturamt streicht Zuschuss an Club Voltaire komplett : Die Ankündigung von Seiten des Kultur ... http://t ...;neutral;2
513;Nicht nur offene Daten , auch offene Algorithmen fordert @mntmn nach seiner Erfahrung mit einem falschen , folgenschweren Bug bei #23andme;neutral;2
514;POL - LG : + + Einbrecher in Gaststätte gestellt - Polizei ermittelt + + frontal ... - news aktuell ( Pressemitteilu ... http://t.co/zmVM2RHsfE;neutral;2
515;Top 10  Horror Movie Cliches : http://t.co/J2WuV87TlO via @youtube;neutral;2
516;@Zukunftsseele schlafet Wohl , wehrte Dame !;positive;1
517;@sir_pepe FLEX ! wäre so schon vor 10  Jahren nötig gewesen :(;negative;0
518;Blu - Ray Horror Weekend geplant ? Dann schau Dir THE COLONY und THE LORDS OF SALEM an . Gänsehaut garantiert. http://t.co/1G7Lq92COJ;neutral;2
519;Guten Morgen Dienstag ! Wir lieben dich ! Kanns denn nicht auch schon Abend sein ? #genussohneschokolade;neutral;2
520;Meh , trojita immer noch kein Support für mehrere Accounts . Muss mich wohl doch nach nem andern Mailclient umsehen .;negative;0
521;"Martin Kind : "" Wir wollen die Plätze 3 bis 6 erreichen ! "" Also eigentlich wollen wir Meister werden , aber das machen wir nicht publik . #H96";neutral;2
522;#Hertha überragend mit 6:1 gegen Eintracht Frankfurt - und damit vorübergehend #Tabellenführer;positive;1
523;Alter Kalender vs. neuem Kalender. http://t.co/O74OzWDyCz;neutral;2
524;#Landau : Wer zahlt die Millionen für die #Bomben-Suche auf Gelände der #Landesgartenschau ? Hauptausschuss diskutiert. http://t.co/rNfz8eNHHw;neutral;2
525;RT @Dr_Gretchen : Ich will in eine Anstalt , psychiatrisch , gemütlich . Gerne an einem kleinen See .;neutral;2
526;Ich finde , das sollte man mal sagen .;neutral;2
527;Slips verkaufen - String mit Pailletten : Sehr knapper String wartet darauf für dich ... http://t.co/6ArNUAs6Ly bei http://t.co/gFtK8vkzbx;neutral;2
528;Neu : Achtung , Fertig , WK ! http://t.co/bkgDevKM6u;neutral;2
529;"Zitate der Woche : "" Immerhin hat er kein Kinderzimmer eingeplant "" : Claudia Roth kommt bei Sondierungsgesprächen ... http://t.co/MWlw2Glmv8";neutral;2
530;Schwindel erkannt , Gefahr gebannt http://t.co/66htYX0Kbu;neutral;2
531;USA erheben Anklage wegen J. P. Morgan - Handelsskandal http://t.co/IWRgbgjNgR #PAID WSJ #Wirtschaft;neutral;2
532;Mr. Coffee versucht vergeblich , meine Lebensgeister zu wecken .;neutral;2
533;Bitte , bitte - haut voll rein . Lasst die BL nicht zu langweilig werden . Forever HSV @woodyinho : Countdown zum BL - Start ....! Come On #BvB !!!;positive;1
534;Unser Nachbars Hund : 3 süsser kleiner Kerl &gt;;
535;Was macht denn so @schaefershf heute Abend ?;neutral;2
536;@bettyhurts dankeschön :)) #FF back xoxo;positive;1
537;DE - Newsblog : Krombacher unterstützt soziale Projekte : Krombacher unterstützt soziale ProjekteKreis Olpe .... http://t.co/J09iCWZPeA;neutral;2
538;# 6:  Moritz Moppelpo braucht keine Windel mehr : Ein Spielbuch mit vielen Klappen : Moritz Moppelpo braucht keine ... http://t.co/ke9YE0AcAf;neutral;2
539;Super Tackle von DB Kevin Wu nach einem Punt der deutschen Mannschaft . Dänemark macht wieder Druck mit ihrer No - Huddle - Offense .;neutral;2
540;Diät ? Spontanität muss sorgfältig geplant werden !? http://t.co/cFzNYpQedj #Buchtipp #franken #bayreuth #ernährung #debk;neutral;2
541;( Drinnen 27,5 , draussen 29,4 );neutral;2
542;"http://t.co/s2WYxvPcc2 Anonymous hackt "" sichere "" Jugend - App : Niemand zuständig";neutral;2
543;Kaffeekochen , Duschen , Garten wässern , Frühstück . Langsam kommt Routine rein ...;neutral;2
544;@gennfa Nicht gut . =(;negative;0
545;RT @RalfdeRaffe : Kimi wird kein Bulle . RT @elditre : Räikkönen Manager bestätigt dass Gespräche zwischen Kimi und @redbullracing beendet sin ...;neutral;2
546;#Finanzen-News : EU will Verbraucher gegen Produktfälschungen mobilisieren http://t.co/z6GYrtHRbf #Aktie #Geld #Börse;neutral;2
547;#Tischtennis : Der @1FCSaarbrckenTT hat sein erstes Saisonspiel gegen den amtierenden Deutschen Meister Werder Bremen mit 0:3 verloren .;neutral;2
548;"RWE Power AG : Matthias Hartung : "" Konventionelle Stromerzeugung steht unter gewaltigem .. http://t.co/0OS66uErxm";neutral;2
549;RT @xSelbstgehasstx : So gerne man es auch will , gefühle kann man nicht abstellen .;neutral;2
550;Die neuen Bing - Apps für #WindowsPhone sind , kurz auf den Punkt gebracht , klasse !;positive;1
551;RT @MarySheep : Täglich fliessen 300  Tonnen verseuchtes Wasser vor #Fukushima ins Meer und die Regioerung pocht auf die Sicherheit von Atomkr ...;negative;0
552;Nächtlicher Einsatz : Feuerwehr verhindert grösseren Schaden bei Gebäudebrand Hier geht ' s zum ... http://t.co/YakrWmv2DA http://t.co/HM3s4mnnY5;neutral;2
553;Çok kafasizsin , ben ozur dilerim ... ;;
554;EU ProSun : EU - Kommission akzeptiert illegalen Deal mit China : EU ProSun : Brüssel ( ots ) - Europ ... http://t.co/6TJZGF0U4k Presseportal DE;neutral;2
555;#RT #FB Verzögerung : Technische Störungen bei WhatsApp : Der beliebte Nachrichten - Dienst WhatsApp h ... http://t.co/xiWPRHTkIs @svorreiter;neutral;2
556;forderung erhalt direktzug osttirol - ibk aufrecht , felipe holt angebot ein , ÖVP - front bröckelt ( köll JA , kuenz NEIN ) . #ibktwit #direktzug;neutral;2
557;#FDP natürlich gegen Veggie Day und sieht dem Pay Day am 22.09 . 2013  entgegen .;neutral;2
558;Wettertrend 04.09 . 2013  ( Prognose Stand 29  August 2013 ) - Hamburg : Wolkig 24 °C - zur Smartphone Version : http://t.co/Olf05ahmeK;neutral;2
559;@grazleo1 @ZDFheute ! nicht witzig !;negative;0
560;New Super Marisa Land - Let ' s Play #002 Mit dem Rock umgehauen : http://t.co/E8vRhfaS7D über @YouTube;neutral;2
561;Er schwärmt von seiner Ex - Darum bewundert Jamie Campbell Bower Lily Collins http://t.co/GmI3SSY91b;positive;1
562;Kalt . Kopfschmerzen und keine Lust . - . -;negative;0
563; LONE SURVIVOR  Movie Trailer : http://t.co/bHFgE0Nczl In Cinema : 12/27 / 2013  STARRING : Mark Wahlberg , Taylor Kitsch &amp;;
564;"Am Samstag wird wohl der "" All You Can Eat "" Chinese zusammen mit @mozey0 unglücklich gemacht . ^ ^";positive;1
565;@reetovongunten whos that ? Tönt flockig locker füdlischwänklig;neutral;2
566;Angie lächelt einmal ihre Antwort , und beseitigt 5 min Steinbrück - Phrasen . Beste Mutti ever . #tvduell;neutral;2
567;@LadyKumido schickst du mir die nummer pls als sms habe kein wa auf dem handy . _ .;neutral;2
568;54  % der Befragten geben an , dass sich Stiftungen in den Themen Bildung und Erziehung engagieren sollten. http://t.co/XpZJBj4pxq;neutral;2
569;@AndreBonhote ich hatte mich etwas aus dem Fenster gelehnt und bekam dann sehr viele Adressen ...;neutral;2
570;@OQuarks guten Morgen Hüpfer !;positive;1
571;@Apfelgehirn_ solche Worte passen nicht zu einer so hübschen Frau . :-);positive;1
572;TSG 1899  Hoffenheim vor unlösbarer Aufgabe ? Bayer zu stark ? | Stefan Bodemer http://t.co/gQMf8q8n7D;neutral;2
573;@Innocent_Wings schmutzige witze erzählt ?;neutral;2
574;Safer Sex ohne Kondom , Schutz durch Therapie , kombinierte Prävention . http://t.co/zkCbBQUfUn vom @teilzeitvlogger #hiv / c;neutral;2
575;Darum hat ' s die SVP im Kanton Schwyz so leicht : Nicht nur hohe Subaru - Dichte sondern auch hohe Porsche - Dichte. http://t.co/q0RUOeeyzL;neutral;2
576;@MiningShoxXHD Versprochen ?. _ .;neutral;2
577;alles stock , hier fahren genügend miese polizisten herum die einen dran nehmen anstatt ( @YouTube http://t.co/gGDafbDMKZ );negative;0
578;Ich würds mir am liebsten meine Beine abhacken , so weh tut das . Offene Blasen , juhu ...;negative;0
579;@MGruenling das is klar .. Polster zu holen kann aber nicht überlegt gewesen sein. nur PR denn andere Kandidaten wären besser gew @m_boeswarth;negative;0
580;Fick dich liebe Welt ! Himmel Arsch ich bin nur noch am heulen ey .;negative;0
581;@DivasMind Ganz schön lange , äh , langsame Leitung :-);negative;0
582;"Bundesliga : Verbeek : "" Defensiv gut gekämpft "" http://t.co/wVRQUG8P5p";neutral;2
583;RT @SZ : Einheitliche EU - Überweisungen ab 2014 : Banken droht Konto - Chaos http://t.co/hz1FQJotNi;neutral;2
584;( Eigentlich ein guter Tag , um eine Deadline nicht zu schaffen ... );negative;0
585;@tschahnschpange er twitterte schneller als sein Schatten ... @banane_at;positive;1
586;"Neuer Lautationskurs , Folge 1,  Konsonanten : "" @JosephineMunich : @hermann__ Krchkrchkrch ... """;neutral;2
587;@PrinceznaAndrea ah , der dude ! trägt gerne einen strumpf über seinem gesicht damit die bösen überwachungskameras ihn nicht sehen / cc @iwona_w;neutral;2
588;Wusste gar nicht , dass #assange so gut singen kann ;;
589;#Maxschneiderandbabesgreece #Maxschneiderandbabesgreece #Maxschneiderandbabesgreece #Maxschneiderandbabesgreece #Maxschneiderandbabesgreece;neutral;2
590;Diese Sternschnuppe , die ich am ersten Abend meines Urlaubs sah , macht ihre Sache bisher ganz Ok .;neutral;2
591;Grumpy Merkel ? Die schaut doch immer so aus;neutral;2
592;[ gamescom - Preview ] Call of Duty : Ghosts : * Call of Duty : Ghosts * verspricht auch in diesem Jahr wieder viel Kna ... http://t.co/Lsg3Zl955c;neutral;2
593;@_kleines__ ja .. siehste mal !;neutral;2
594;RT @aktion_mensch : Wissenschaftler kritisieren unverständliche Wahlprogramme . Unser Tipp : Leichte Sprache http://t.co/rjx4e6K170 #wahllokal ...;neutral;2
595;"tz : Schweinsteiger als "" Fussballer des Jahres "" geehrt : München - Bastian Schweinsteiger ist kurz vor seinem 300 ... http://t.co/bquD0k4UYZ";neutral;2
596;Netter Vergleich eines neuen Android - Gerätes gegen ein altes iPhone 4 S . And the winner is : kPhone 4 s !!! http://t.co/KF11bUDSLi;positive;1
597;@Guzinkar fand ' s überhaupt nicht erfrischend . Langweilig war ' s;negative;0
598;The Voice 2013- Coach : Diese Schöne gehört zu Samu Haber #SamuHaber http://t.co/8dKblA5e0k;neutral;2
599;@loldebi Völlig bescheuert . : 3 Einfach nicht mit solchem Unsinn beschäftigen . w;negative;0
600;DEL : Eisbären siegen , Ice Tigers verlieren http://t.co/qx3eeO15M3;neutral;2
601;El Salvador : Getränke - Multi fordert mehr Wasser - Gemeinden protestieren http://t.co/3JYfgtbC9t;neutral;2
602;"Abschlussbericht des NSU - Untersuchungsausschusses : "" Historisch beispielloses Desaster "" ... http://t.co/LyAdI7VXWM";neutral;2
603;@MiracleBeatSese Hanni und Nanni war bestes * o * Oh und : Mona der Vampir &lt;;
604;@fraeuleinoy gut Nacht Träum süss;positive;1
605;@Wreds_de I'm paying this EuroEuroEuroEuroEuro right now #Kündigung #Angebot #SkyamZug @SkyDeutschland;neutral;2
606;Mal umgekehrt : @gabiwaldner lässt raten , welche Frage #stronach eigtl. beantworten sollte . Sehr lesenswert ;;
607;RT @pix4pix : @morgainemay Jepp , schaut gut aus ! http://t.co/BgFhS5U8xC;positive;1
608;RT @MissImsomnia1 : Mi papá tiene 47  años = Mein Vater ist 47  Jahre alt Mi papa tiene 47  anos = Meine Kartoffel hat 47  Arschlöcher Ich liebe S ...;positive;1
609;Die falschen Freunde sind die , die dich zum Fallen bringen . Die Richtigen sind die , die dich auffangen ! &lt;;
610;Wenn ich euch besuchen komme ( Real Amateur ) #porn #sexy #xxx #adult #amateur #nsfw #Amateur http://t.co/3AytcaJvyh;neutral;2
611;Die deutsche Bahn konnt sich grad nicht entscheiden ob der zug jetzt nun pünktlich kommt oder nicht .;negative;0
612;@Standerwahre aso na dann . Welche hast jetzt ?;neutral;2
613;@Neicro Aaaah . Ok . Wärs nicht simpler zu übernachten ? O. o;neutral;2
614;RT @lieselaut : http://t.co/YVVmsWFmlS H f h 11.8 . Das ... Teilen v Erfahrung , Kraft + Hoffnung in #AlAnon befreit uns von individueller Isolat ...;neutral;2
615;13  verschiedene Musikkassetten ( Volksmusik ) bitte ansehen : Berlin | Siehe Foto , biete 13  verschiedene Original ... http://t.co/XifP2b135X;neutral;2
616;@ktscheller edward !;neutral;2
617;@Diana0380 @kokovonkosmo gute Besserung euch beiden !;positive;1
618;@GamezGeneration Gerne doch , lieber Tim . :D [ Oder wer verwendet noch Janetter bei euch ? ^ ^ ];positive;1
619;RT @swrnewsrp : Konsequenzen aus Causa Tebartz - van Elst : Bistum Speyer legt Finanzen offen http://t.co/w2yks6BA1i;neutral;2
620;RT @JayGuevara82 : Photo : Gruss aus #thrudheim ( Part 2)  #nofilter http://t.co/lEih9wOft2;positive;1
621;@EkoFreezy du hast deinen GermanDream wahr gemacht abi du bist der King Glückwunsch Platz 1 yes ! yes ! yes !;positive;1
622;@obscurefuture :( okay dann halt Latte machiato . Könnte etwas dauern;negative;0
623;Morgen schlafe ich bei Mona . [ Hier bitte auch die Vorfreude einfuegen ] bitte , danke . : 3 @MonaHackenberg #Bromance;positive;1
624;CPU : 0 . % ;;
625;@Spreekaribik Kewl , also was fürs Rad . Fein;positive;1
626;RT @i_followu_back : Frankfurter Neue Presse | Nicht zuviel Aufklärung bitte http://t.co/SqioMGkYJv Wo bleibt #Aufschrei gegen grüne #Zensur ...;neutral;2
627;Meine kleine grosse Welt .;neutral;2
628;Oö : Tauchroboter für Oberösterreichs Feuerwehrtaucher vorgestellt / präsentiert Oberösterreich : Einsätze unter ... http://t.co/Pk3ophmgRQ;neutral;2
629;"RT @Frauenliste : Unser Flyer "" Die Gerüchteküche brodelt ! "" steht unter Aktuelles zum Download bereit .";neutral;2
630;@LeKWiNK ach Kwink . Äusserlichkeiten sind doch unwichtig , der Inhalt zählt doch ! #schleim :D;positive;1
631;Timo Glock verteidigt DTM Kein Chaos hoch zehn http://t.co/cLhDs1DYt2;neutral;2
632;RT @apfellike : Dramatisch : Gigantische Mac OS X Sicherheitslücke http://t.co/XWMwAkoTFk;negative;0
633;@Johnny_der_Depp wäre auf jeden Fall mal was neues :);positive;1
634;Dieses 0 Punkte Gerede nervt jetzt schon . Diese Austria wird in jedem #Cl Spiel ihre Chancen bekommen . Effizient sein dann geht gegen jeden was;negative;0
635;Frankreich : Bekannter Anwalt Vergès im Alter von 88  Jahren gestorben http://t.co/ZofQFMVgnb;neutral;2
636;@wbloop @Mazzle5 FCN Fans sind Freunde , kein Futter !;positive;1
637;Teste mal #franzferdinand : right thoughts , right words , right action - vielleicht hilft das ja gegen die grauen Wolken;positive;1
638;@tweet_schober @shivasam_ leider ja . Dabei heute nur 1-1 getippt , wollte das herz ausschalten . Fast hätte ' s geklappt;negative;0
639;@cyliax @sascha_p Da war die Mütze von @caschy bestimmt noch sauber . :D;positive;1
640;Heja BVB ! Bringt endlich Hofmann ! #bvb #sieg;positive;1
641;#AGAMA #dewa Hitman Absolution - Complete Edition ab heute erhältlich;neutral;2
642;RT @SpeedleDum : Wenn ich diese Sesamkörner vom Big Mac Brötchen einpflanze , wächst dann ein Big Mac Baum ? Bitte sagt ja .;neutral;2
643;#Kinderkanal : Kleiner Roter Traktor , #NDR : Nordmagazin , #Nick / CC : Ein Hund rettet Halloween , #NTV : Nachrichten , #PHOENIX : Vor Ort;neutral;2
644;Traumpartner gesucht - Die Suche nach dem eigenen Glück . http://t.co/ud3mwJgFI1;neutral;2
645;@zwanzich15 Scheint im neuen Google Maps nicht mehr zu gehen . : ’ ( / / @keanofcu;negative;0
646;Spannendes Aufmacherthema : #Unternehmen müssen zu Content - Anbietern werden @horizont;neutral;2
647;@xFr3sh99 xD viel Glück im zweiten Leben dann xD;positive;1
648;@NBerend @hannah_ross2 @TaylorWiertzema I'll clear my life schedule for you 3 😘;positive;1
649;#Dell : Gewinn implodiert + + Umsatz stagniert , Kosten gestiegen http://t.co/0RZvWKz29J;neutral;2
650;Was Dream Theater zum neuen Album sagen erfährt ihr übrigens hier http://t.co/yl3NEFXEMA;neutral;2
651;Bitte halt einfach die Fresse !! #schwiegertochtergesucht #sg @vlorenz90 @Bassbounce;negative;0
652;Jason Hart neuer CEO bei Identive http://t.co/1rGxB2bpyY;neutral;2
653;@Fritztram bei 40  litern wird wohl ne flasche übrigbleiben ;;
654;"#täschligate : Oprah Winfrey sagt "" Sorry , liebe Schweiz ! "" : "" Aufgeblasen "" sei die Berichterstattung über ihren g ... http://t.co/wZQh9CHLRa";neutral;2
655;"Aufgabe "" Schnelles Feuer "" abgeschlossen http://t.co/cLoKCfs0vl #Android #AndroidGames #gameinsight";neutral;2
656;"Aktuelles Thema aus unserer Publikation "" LMZ "" 8/ 2013 : Die Ackerfläche der Schweiz http://t.co/ge22SVO5zM";neutral;2
657;Wisst ihr was ?! Nächsten Monat erscheint #GTAV #GTA5 !!!!;positive;1
658;#Annonces Gratis für alle Angebote http://t.co/mYWCvfKwQe #Suisse #Switzerland;neutral;2
659;@thebenbergman , you look pissed , dude !;negative;0
660;@WyssSamuel den Schinken wollte ich auch bestellen . Meine Burberry Hemden sind seit Monaten ( ! ) rückständig , aber bezahlt ! @kf_schweiz;negative;0
661;SAP MM Berater ( w / m ) - SAP Materialwirtschaft Raum Kiel / Inhouse http://t.co/H50YWgdMqy Job Kiel;neutral;2
662;Last Hitler bodyguard Rochus Misch dies http://t.co/N1ZeBCUAGk #history #war #nazi;neutral;2
663;@TheBorisBecker Als #Vorbild einer ganzen Generation fehlt leider der richtige #Umgangston . #Imageberatung #Zurückhaltung;negative;0
664;RT @MateoBerlin : laufen. läuft ! muss ! geht ! #marathontraining;positive;1
665;"So viel Wirkung wünscht sich jeder Regisseur . Orson Welles ' Hörspiel "" Krieg der Welten "" feiert seinen 75.  Geburtstag. http://t.co/rXLWMpPQ4Y";neutral;2
666;RT @1895_Fortuna : Wenn man aufhört hinterher zu laufen , bleibt mehr Zeit für das was bleibt .;neutral;2
667;@etniesoph Guten Morgen ! Gemütlich Frühstück u dann los in den Tag :-)));positive;1
668;Nen Kurzen gegönnt .;neutral;2
669;Achtung Katzenhalter : Im Salzburger Flachgau verschwinden immer mehr Katzen !!!... http://t.co/hoF8GMqpXS;neutral;2
670;@KarinLeitner1 @stefan_petzner vordergründig ..... ;;
671;@nic_ko Kinderstiefel um 115 Euro sind aber auch nicht grade günstig 8) @oleschri;neutral;2
672;"Gestern wurde in unser Bühnenbild eine "" kleine "" Bodennebelmaschine eingebaut ... rockt ! / / Our stage just got a ... http://t.co/XGP1kHww6P";positive;1
673;#download &amp;;
674;Jeder dritte Smartphone - Nutzer verrät seinen Standort auf #SteadyNews . de http://t.co/gJkRvrx4HE;neutral;2
675;"Nach 5 Jahren auch den letzten Band von Stephen King ' s "" Der Dunkle Turm "" beendet ... "" Lange Tage und angenehme Nächte "" http://t.co/XHik2BUNa2";neutral;2
676;RT @SnafuZen : @DRadioWissen @Colognerin Pah , die sollen erst mal zusehen , dass ihre stud . Hiwis ihr Gehalt bekommen + dieHörsääle nich ausein ...;negative;0
677;34  km , 615  hm. #Duscht mich ! Knie schmerzt . #Aua ! #Fertig ! #Wasser ! #Willinsbett #mimimimi;negative;0
678;RT @Animaresk : Knackige Slogans gesucht ! https://t.co/fzPcVVy9yA . Können uns vielleicht @siegstyle oder @MarySheep helfen ? #followerpower # ...;neutral;2
679;"Das war ein Herztweet . Freu mich sehr ♥ @Favstar250_de : @khaleesibitches Glückwunsch zu deinem 250 ★ - Tweet ! http://t.co/jBRkYVDUGn """;positive;1
680;Cool Porsche 911  images - Check out these Porsche 911  images : Porsche 911  GT3RS Image by ... http://t.co/V9CVLMfMDi #Cool #images #Porsche;neutral;2
681;@ColliniSue Netter Versuch , aber : Nein !;negative;0
682;"Bewegungskarten "" Bärenstark "" http://t.co/xuX0avgAHC #therapiematerial";neutral;2
683;Geiler Frau : Gütersloh | Hallo ich 25/1 , 76/58 rasiert schöne Oberweite 75  c lange Beine sehr sportlich sucht g ... http://t.co/ukQ3Zx0wpK;neutral;2
684;"VfL Wolfsburg : "" Zuhause gegen Aalen http://t.co/KpRstCP2FG "" #Woelfe #Wolfsburg #WOB";neutral;2
685;@KostjaKlein Sicherlich jedoch weniger Absicht dahinter .;neutral;2
686;@witchi_witch ICH NICHT ! DENK DOCH MAL NAAAAAAACHHHHH , ok , is früh am Morgen , alles gut ... * Augenroll * Das übernimmt Mutter Natur .......;negative;0
687;@bgeroot @jotefes @MatthiasKaiser1 Bitte dir . Bezug übern . i. Tweets sonst kön . Neue ggfs kein INtr. fd #BGE aufbringen &amp;;
688;"😂😂😂 Selten geil !! "" @jardinduvin : Was mir bei Frauen am wichtigsten ist : http://t.co/k5LZDjGrlE """;positive;1
689;@CookieCake1978 @inomjena @Kaestchen72 @Krodderd @Snowfire72 @Chrissy6284 Muss Frau tragen können . :);positive;1
690;@z0mb3y nope stimmt nicht ( / . \ ) * wegschmelz *;positive;1
691;Gamshufe : Aussen hart zum steigen , innen weich damit nix rutscht . Klasse Erfindung #Alpen http://t.co/aQKoXwoxsv;positive;1
692;@anJaaXx okay , das wiederrum ist nen problem. egal wann du det vid hochlädst , ich werde mich so freuen ............ ich brauch det einfach ... ;;
693;RT @luebberding : Historisches Bewusstsein hilft sicher auch @BarackObama . Dafür muss man nicht Kuchen backen mit der Kanzlerin. http://t.co ...;neutral;2
694;RT @tweek_live : Seine Liebe zu Film &amp;;
695;@bruno69696969 go schleeeep;negative;0
696;wir layouten nun zu zweit - bei zeitdruck muss cheffe auch ran - und ziehen uns jetzt Motörhead oder Maiden rein #outofhomemagazin;neutral;2
697;Beurer KS 51  Digitale Küchenwaage aus Edelstahl - Normalpreis : 52.99 Euro iBOOD Prei ... http://t.co/6mxDDTi2fr;neutral;2
698;Nicht schlafen können . Twitter auf . #NTLBoobs Twitter zu . Weltbild in Ordnung . Gute Nacht !;neutral;2
699;Wo die Liebe hinfällt stürzen auch wir !;neutral;2
700;@KanaDaichi joa das sieht auf dem Foto zumindest echt nice aus . Werde mir dann bei Zeiten mal ne Holo zulegen ;;
701;Hazard / Gefahr : AKW Fukushima : Radioaktiv belastetes Wasser fliesst tonnenweise ins Meer http://t.co/ErunIf0BDS via @zeitonline;neutral;2
702;@CodesixNET Seeehr schick das . ^ ^;positive;1
703;Browser - Spiel gratis Battlestar Galactica Space - Game http://t.co/uEEZNF9a6n einfach ausprobieren #Weltraum Battlestar Galactica;neutral;2
704;Keine USB - IDs für Open Source ? http://t.co/clzsLMqiTL;neutral;2
705;Fucking Windows 8 macht mich aggressiv !!;negative;0
706;http://t.co/eJqyKiktoe Geile Frau will private Seitensprung Kontakte ofi;neutral;2
707;RT @srfnews : Polizisten werden zunehmend mit Laser attackiert . Nun fordert ihr Verband einen Waffenschein für starke Laser. http://t.co/gLz ...;neutral;2
708;. @McHeidy Einspruch ! Rhetorische Frage !;neutral;2
709;Rosa Harte Rückseite ... http://t.co/94CT5qqj1E;neutral;2
710;22.10 . 2013  19:37 Uhr : Aktuell : Fahrbahn trocken * klare Sicht * Regen / 24h  +0,0 mm * Trend : wolkig bis Niederschlag * ohne Gewaehr;neutral;2
711;"RT @nick_luethi : "" Wir müssen ab 1.  September ziemlich radikal sparen "" : Sonntagszeitung streicht Rubriken http://t.co/e5VmSX2tj9 / via @Sibyl ...";neutral;2
712;Ich will einfach tot sein;negative;0
713;RT @MissesDynamite : Ich reite ja überhaupt nicht auf einem hohen Ross . Ich reite höchstens auf meinem kleinen Pinguin .;neutral;2
714;Demokratie und Meinungsfreiheit : http://t.co/Mxyhhq3mwy via @youtube;neutral;2
715;Tolles Gefühl nur verletzt zu werden :(((;negative;0
716;SAMSUNG 300 E7A S08 SERIE 3 NP300E7A - S08DE 17  ZOLL 6 MON GARANTIE : Elmshorn | Neues schönes Super Samsung - Not ... http://t.co/TpzcVZyKU7;neutral;2
717;Azzlacks Sterben Jung ';neutral;2
718;Weisheit des Tages : Wer gut schminkt , brauch weniger Schlaf;neutral;2
719;@fluss_mensch ( das Bandlogo von ATL was einfach abartig verschissen wurde und n Herzschlag von meinem Papi. );negative;0
720;@zeyniii @soulsinhell hab mich sehr gefreut &lt;;
721;endlich hod er ' s ummi , tatto done aber aufs Geräusch von dera Nadel kumi nuimmer nd klar ✌️;neutral;2
722;@energisch_ @danintown Keine Pumpen im Tiefbhf ? Liegt bei Hochwasser Tiefbhf unter Neckarpegel , so dass Abflussrohre nix bringen würden ? #S21;neutral;2
723;Lieb Georg . Das kurze Leben des Georg B�chner / Die Unbedingten #veranstaltung http://t.co/9ab8kLwAm8;neutral;2
724;"Photo : Ausgerechnet Griechenland . Ausgerechnet die "" grünste Bank Deutschlands "" / KfW will unrentables ... http://t.co/ghpTrEYxVO";neutral;2
725;Finde Kyle aus Wrong Turn 4 immer noch schön as hell , er soll mich heiraten .;positive;1
726;21.08 . 2013 : Kampf gegen Fracking erreicht England ( neues-deutschland.de) http://t.co/YNtP8Wr81N;neutral;2
727;@floetentoene @PjotrPetka @Suedelbien Einmal das , obendrein sollten bei solchen verbalen Attacken sollten hater mehr Gegenwind bekommen .;negative;0
728;#Forex #Börse #CFDs DAX : Gute Unternehmenszahlen geben Auftrieb ! : Nach einer schwachen ersten Wochenhä ... http://t.co/CL2sfJTAQc #Aktien;neutral;2
729;best of black ! wunderschön ! @designsponge http://t.co/JGSOiHZm64;positive;1
730;Wolfsberg - Die regionale Werbe - Plattform für Unternehmer Error;neutral;2
731;Links 42.  KW : Was zählt eine Eingescannte Rechnung vor einem fiktiven Gericht ? Seminar : Beratungsqaulität sichtbar ... http://t.co/9wBpmm2572;neutral;2
732;@prinzessiiin was dann dort wieder zu einem explosionsartigen Anstieg führt . Langenzersdorf soll jetzt schon sehr teuer sein . @iwona_w;neutral;2
733;@Honigwolke Schlaf ' gut . * Käthosch . exe beend *;positive;1
