;index;sentence;label;;;index;sentence;generated_label
563;563;it 's too loud to shout insults at the screen ;0;;565;565;a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- ;1
564;564;'s a long way from orwell 's dark , intelligent warning cry ( 1984 ) ;0;;566;566;the perfect movie ;1
565;565;a coming-of-age film that avoids the cartoonish clichés and sneering humor of the genre as it provides a fresh view of an old type -- ;1;;567;567;ardently waste viewers ' time with a gobbler like this ;0
566;566;the perfect movie ;1;;568;568;oscar-sweeping franchise predecessor ;0
567;567;ardently waste viewers ' time with a gobbler like this ;0;;569;569;it sets out with no pretensions and delivers big time ;1
568;568;oscar-sweeping franchise predecessor ;1;;570;570;see how many times they can work the words `` radical '' or `` suck '' into a sentence ;0
569;569;it sets out with no pretensions and delivers big time ;1;;571;571;give you enough to feel good about ;1
570;570;see how many times they can work the words `` radical '' or `` suck '' into a sentence ;0;;572;572;unexpectedly insightful ;1
571;571;give you enough to feel good about ;1;;573;573;allen 's romantic comedies so pertinent and enduring ;1
572;572;unexpectedly insightful ;1;;574;574;is an extraordinary film , not least ;1
573;573;allen 's romantic comedies so pertinent and enduring ;1;;575;575;a doubt ;0
574;574;is an extraordinary film , not least ;1;;576;576;maudlin or ;0
575;575;a doubt ;0;;577;577;with the the wisdom and humor of its subjects ;1
576;576;maudlin or ;0;;578;578;a party-hearty teen flick that scalds like acid . ;0
577;577;with the the wisdom and humor of its subjects ;1;;579;579;the wan , thinly sketched story ;0
578;578;a party-hearty teen flick that scalds like acid . ;0;;580;580;provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen ;1
579;579;the wan , thinly sketched story ;0;;581;581;this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in . ;1
580;580;provide the funniest moments in this oddly sweet comedy about jokester highway patrolmen ;1;;582;582;again dazzle and delight us ;1
581;581;this romantic/comedy asks the question how much souvlaki can you take before indigestion sets in . ;0;;583;583;that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ;1
582;582;again dazzle and delight us ;1;;584;584;aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film ;1
583;583;that beneath the familiar , funny surface is a far bigger , far more meaningful story than one in which little green men come to earth for harvesting purposes ;1;;585;585;impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . ;1
584;584;aspires to be more than another `` best man '' clone by weaving a theme throughout this funny film ;1;;586;586;failure to construct a story with even a trace of dramatic interest ;0
585;585;impresses as a skillfully assembled , highly polished and professional adaptation ... just about as chilling and unsettling as ` manhunter ' was . ;1;;587;587;but it also comes with the laziness and arrogance of a thing that already knows it 's won . ;0
586;586;failure to construct a story with even a trace of dramatic interest ;0;;588;588;it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . ;0
587;587;but it also comes with the laziness and arrogance of a thing that already knows it 's won . ;0;;589;589;laughed at ;0
588;588;it 's a frightful vanity film that , no doubt , pays off what debt miramax felt they owed to benigni . ;0;;590;590;, future lizard endeavors will need to adhere more closely to the laws of laughter ;1
589;589;laughed at ;1;;591;591;a philosophical void ;0
590;590;, future lizard endeavors will need to adhere more closely to the laws of laughter ;0;;592;592;unlikable characters and a self-conscious sense ;0
591;591;a philosophical void ;0;;593;593;intelligence or invention ;1
592;592;unlikable characters and a self-conscious sense ;0;;594;594;hot on the hardwood proves once again that a man in drag is not in and of himself funny . ;0
593;593;intelligence or invention ;1;;595;595;hopelessly juvenile ;0
594;594;hot on the hardwood proves once again that a man in drag is not in and of himself funny . ;0;;596;596;shakespearean -- both in depth and breadth -- ;1
595;595;hopelessly juvenile ;0;;597;597;unique directing style ;1
596;596;shakespearean -- both in depth and breadth -- ;1;;598;598;required to give this comic slugfest some heart ;1
597;597;unique directing style ;1;;599;599;feel more like a non-stop cry for attention ;0
598;598;required to give this comic slugfest some heart ;0;;600;600;hip hop beat ;1
599;599;feel more like a non-stop cry for attention ;0;;601;601;feel more like literary conceits than flesh-and-blood humans ;0
600;600;hip hop beat ;1;;603;603;funniest and ;1
601;601;feel more like literary conceits than flesh-and-blood humans ;0;;604;604;a chilly , remote , emotionally distant piece ... so dull that its tagline should be ;0
602;602;no explanation ;0;;605;605;starts off witty and sophisticated and you ;1
603;603;funniest and ;1;;606;606;a bargain-basement european pickup ;0
604;604;a chilly , remote , emotionally distant piece ... so dull that its tagline should be ;0;;607;607;, but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ;1
605;605;starts off witty and sophisticated and you ;1;;608;608;shines on all the characters , as the direction is intelligently accomplished ;1
606;606;a bargain-basement european pickup ;0;;609;609;taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ;0
607;607;, but what really sets the film apart is debrauwer 's refusal to push the easy emotional buttons ;1;;610;610;lead a group of talented friends astray ;0
608;608;shines on all the characters , as the direction is intelligently accomplished ;1;;611;611;it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating . ;0
609;609;taps into the primal fears of young people trying to cope with the mysterious and brutal nature of adults ;1;;612;612;this gentle , mesmerizing portrait ;1
610;610;lead a group of talented friends astray ;1;;613;613;genial is the conceit , this is one of those rare pictures that you root for throughout , ;1
611;611;it 's just weirdness for the sake of weirdness , and where human nature should be ingratiating , it 's just grating . ;0;;614;614;draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss ;0
612;612;this gentle , mesmerizing portrait ;1;;615;615;spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ;0
613;613;genial is the conceit , this is one of those rare pictures that you root for throughout , ;1;;616;616;is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own ;0
614;614;draws the audience into the unexplainable pain and eccentricities that are attached to the concept of loss ;1;;617;617;it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success . ;0
615;615;spliced together bits and pieces of midnight run and 48 hours ( and , for that matter , shrek ) ;0;;618;618;handles it in the most unexpected way ;1
616;616;is so busy making reference to other films and trying to be other films that it fails to have a heart , mind or humor of its own ;0;;619;619;those eternally devoted to the insanity of black will have an intermittently good time . ;0
617;617;it lacks the compassion , good-natured humor and the level of insight that made ( eyre 's ) first film something of a sleeper success . ;0;;620;620;obscenely bad ;0
618;618;handles it in the most unexpected way ;1;;621;621;devastatingly ;0
619;619;those eternally devoted to the insanity of black will have an intermittently good time . ;1;;622;622;i do n't see the point ;0
620;620;obscenely bad ;0;;623;623;comes off like a bad imitation of the bard ;0
621;621;devastatingly ;0;;624;624;that excites the imagination and tickles the funny bone ;1
622;622;i do n't see the point ;0;;625;625;one of its strengths ;1
623;623;comes off like a bad imitation of the bard ;0;;626;626;of masterpiece ;1
624;624;that excites the imagination and tickles the funny bone ;1;;627;627;into this dream hispanic role with a teeth-clenching gusto ;1
625;625;one of its strengths ;1;;628;628;stiff or just plain bad ;0
626;626;of masterpiece ;1;;629;629;makes these lives count ;1
627;627;into this dream hispanic role with a teeth-clenching gusto ;1;;630;630;jolts the laughs from the audience -- ;1
628;628;stiff or just plain bad ;0;;631;631;a delightful stimulus ;1
629;629;makes these lives count ;1;;632;632;has no point ;0
630;630;jolts the laughs from the audience -- ;1;;633;633;of isolation and frustration ;0
631;631;a delightful stimulus ;1;;634;634;winning shot ;1
632;632;has no point ;0;;635;635;of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ;0
633;633;of isolation and frustration ;0;;636;636;feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . ;1
634;634;winning shot ;1;;637;637;lewis ;0
635;635;of its music or comic antics , but through the perverse pleasure of watching disney scrape the bottom of its own cracker barrel ;0;;638;638;that there 's no other reason why anyone should bother remembering it ;0
636;636;feeling guilty for it ... then , miracle of miracles , the movie does a flip-flop . ;1;;639;639;bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . ;1
637;637;lewis ;1;;640;640;father cliché ;0
638;638;that there 's no other reason why anyone should bother remembering it ;0;;641;641;domestic tension and unhappiness ;0
639;639;bogdanovich puts history in perspective and , via kirsten dunst 's remarkable performance , he showcases davies as a young woman of great charm , generosity and diplomacy . ;1;;642;642;the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable ;0
640;640;father cliché ;0;;643;643;called the best korean film of 2002 ;1
641;641;domestic tension and unhappiness ;0;;644;644;one of the best rock ;1
642;642;the effort is sincere and the results are honest , but the film is so bleak that it 's hardly watchable ;0;;645;645;it forces you to watch people doing unpleasant things to each other and themselves ;0
643;643;called the best korean film of 2002 ;1;;646;646;of the holiday box office pie ;0
644;644;one of the best rock ;1;;647;647;inexpressible and drab wannabe ;0
645;645;it forces you to watch people doing unpleasant things to each other and themselves ;1;;648;648;the hail of bullets , none of which ever seem to hit ;0
646;646;of the holiday box office pie ;1;;649;649;like an extended , open-ended poem than a traditionally structured story ;1
647;647;inexpressible and drab wannabe ;0;;650;650;'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ;0
648;648;the hail of bullets , none of which ever seem to hit ;0;;651;651;to hate ;0
649;649;like an extended , open-ended poem than a traditionally structured story ;1;;652;652;to be mesmerised ;1
650;650;'s about as convincing as any other arnie musclefest , but has a little too much resonance with real world events and ;0;;653;653;the people who loved the 1989 paradiso will prefer this new version ;1
651;651;to hate ;0;;654;654;a lot of energy ;1
652;652;to be mesmerised ;1;;655;655;for its success on a patient viewer ;1
653;653;the people who loved the 1989 paradiso will prefer this new version ;1;;656;656;while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ;1
654;654;a lot of energy ;1;;657;657;this may be burns 's strongest film since the brothers mcmullen . ;1
655;655;for its success on a patient viewer ;1;;658;658;turned down ;0
656;656;while tattoo borrows heavily from both seven and the silence of the lambs , it manages to maintain both a level of sophisticated intrigue and human-scale characters that suck the audience in . ;1;;659;659;timely , tongue-in-cheek ;1
657;657;this may be burns 's strongest film since the brothers mcmullen . ;1;;660;660;undramatic ;1
658;658;turned down ;0;;661;661;the pile of useless actioners ;0
659;659;timely , tongue-in-cheek ;1;;662;662;morton deserves an oscar nomination . ;1
660;660;undramatic ;0;;663;663;weirdly engaging and unpredictable character pieces ;1
661;661;the pile of useless actioners ;0;;664;664;efficiency and an affection for the period ;1
662;662;morton deserves an oscar nomination . ;1;;665;665;manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ;1
663;663;weirdly engaging and unpredictable character pieces ;1;;666;666;does not work . ;0
664;664;efficiency and an affection for the period ;1;;667;667;it is n't merely offensive ;0
665;665;manages to accomplish what few sequels can -- it equals the original and in some ways even betters it ;1;;668;668;tell a story about the vietnam war before the pathology set in ;0
666;666;does not work . ;0;;669;669;it irrigates our souls . ;1
667;667;it is n't merely offensive ;0;;670;670;a hint of humor ;1
668;668;tell a story about the vietnam war before the pathology set in ;1;;671;671;with a big heart ;1
669;669;it irrigates our souls . ;1;;672;672;a rollicking adventure for you and all your mateys , regardless of their ages ;1
670;670;a hint of humor ;1;;673;673;its most immediate and most obvious pleasure ;1
671;671;with a big heart ;1;;674;674;there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ;1
672;672;a rollicking adventure for you and all your mateys , regardless of their ages ;1;;675;675;one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ;1
673;673;its most immediate and most obvious pleasure ;1;;676;676;made a decent ` intro ' documentary ;1
674;674;there are laughs aplenty , and , as a bonus , viewers do n't have to worry about being subjected to farts , urine , feces , semen , or any of the other foul substances that have overrun modern-day comedies ;1;;677;677;makes us see familiar issues , like racism and homophobia , in a fresh way . ;1
675;675;one of those rare films that seems as though it was written for no one , but somehow manages to convince almost everyone that it was put on the screen , just for them . ;1;;678;678;the film goes right over the edge and kills every sense of believability ;0
676;676;made a decent ` intro ' documentary ;1;;679;679;a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor . ;0
677;677;makes us see familiar issues , like racism and homophobia , in a fresh way . ;1;;680;680;emotional seesawing ;0
678;678;the film goes right over the edge and kills every sense of believability ;0;;681;681;movies with the courage to go over the top and movies that do n't care about being stupid ;1
679;679;a beyond-lame satire , teddy bears ' picnic ranks among the most pitiful directing debuts by an esteemed writer-actor . ;0;;682;682;target audience has n't graduated from junior high school ;0
680;680;emotional seesawing ;0;;683;683;this intricately structured and well-realized drama ;1
681;681;movies with the courage to go over the top and movies that do n't care about being stupid ;1;;684;684;embracing ;1
682;682;target audience has n't graduated from junior high school ;0;;685;685;the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire ;0
683;683;this intricately structured and well-realized drama ;1;;686;686;a meditation on faith and madness , frailty is blood-curdling stuff . ;0
684;684;embracing ;1;;687;687;a pretty listless collection ;0
685;685;the film a celluloid litmus test for the intellectual and emotional pedigree of your date and a giant step backward for a director i admire ;0;;688;688;other than its oscar-sweeping franchise predecessor ;0
686;686;a meditation on faith and madness , frailty is blood-curdling stuff . ;1;;689;689;almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ;0
687;687;a pretty listless collection ;0;;690;690;have been called freddy gets molested by a dog ;0
688;688;other than its oscar-sweeping franchise predecessor ;1;;691;691;moody male hustler ;0
689;689;almost everyone growing up believes their family must look like `` the addams family '' to everyone looking in ;1;;692;692;uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels ;0
690;690;have been called freddy gets molested by a dog ;0;;693;693;the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill ;1
691;691;moody male hustler ;0;;694;694;which is mostly a bore ;0
692;692;uselessly redundant and shamelessly money-grubbing than most third-rate horror sequels ;0;;695;695;an entertaining mix of period drama and flat-out farce that should please history fans ;1
693;693;the film is filled with humorous observations about the general absurdity of modern life as seen through the eyes outsiders , but deftly manages to avoid many of the condescending stereotypes that so often plague films dealing with the mentally ill ;1;;696;696;suspect that you 'll be as bored watching morvern callar as the characters are in it . ;0
694;694;which is mostly a bore ;0;;697;697;the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart . ;1
695;695;an entertaining mix of period drama and flat-out farce that should please history fans ;1;;698;698;love this movie ;1
696;696;suspect that you 'll be as bored watching morvern callar as the characters are in it . ;0;;699;699;... the efforts of its star , kline , to lend some dignity to a dumb story are for naught . ;0
697;697;the problems and characters it reveals are universal and involving , and the film itself -- as well its delightful cast -- is so breezy , pretty and gifted , it really won my heart . ;1;;700;700;flat as the scruffy sands of its titular community ;0
698;698;love this movie ;1;;701;701;liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances ;1
699;699;... the efforts of its star , kline , to lend some dignity to a dumb story are for naught . ;0;;702;702;is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ;0
700;700;flat as the scruffy sands of its titular community ;0;;703;703;works smoothly ;1
701;701;liberal doses of dark humor , gorgeous exterior photography , and a stable-full of solid performances ;1;;704;704;with a creepy and dead-on performance ;1
702;702;is badly edited , often awkwardly directed and suffers from the addition of a wholly unnecessary pre-credit sequence designed to give some of the characters a ` back story ;0;;705;705;might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead . ;0
703;703;works smoothly ;1;;706;706;placed in the pantheon of the best of the swashbucklers ;1
704;704;with a creepy and dead-on performance ;1;;707;707;a satisfyingly unsettling ride ;1
705;705;might want to take a reality check before you pay the full ticket price to see `` simone , '' and consider a dvd rental instead . ;0;;708;708;good a job as anyone ;1
706;706;placed in the pantheon of the best of the swashbucklers ;1;;709;709;, smart and complicated ;1
707;707;a satisfyingly unsettling ride ;1;;710;710;the intimate , unguarded moments of folks who live in unusual homes -- ;1
708;708;good a job as anyone ;1;;711;711;are pretty valuable these days ;1
709;709;, smart and complicated ;1;;712;712;( i ) t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be . ;0
710;710;the intimate , unguarded moments of folks who live in unusual homes -- ;0;;713;713;that the only rip off that we were aware of ;0
711;711;are pretty valuable these days ;1;;714;714;beautiful to watch and ;1
712;712;( i ) t 's certainly laudable that the movie deals with hot-button issues in a comedic context , but barbershop is n't as funny as it should be . ;0;;715;715;accentuating ;0
713;713;that the only rip off that we were aware of ;0;;716;716;no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time ;0
714;714;beautiful to watch and ;1;;717;717;a wonderful ensemble cast ;1
715;715;accentuating ;1;;718;718;endear ;1
716;716;no quarter to anyone seeking to pull a cohesive story out of its 2 1/2 - hour running time ;0;;719;719;the truly funny bits ;1
717;717;a wonderful ensemble cast ;1;;720;720;'s that painful . ;0
718;718;endear ;1;;721;721;american beauty reeks ;0
719;719;the truly funny bits ;1;;722;722;clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ;0
720;720;'s that painful . ;0;;723;723;without any of its sense of fun or energy ;0
721;721;american beauty reeks ;0;;724;724;be the cat 's meow ;1
722;722;clotted with heavy-handed symbolism , dime-store psychology and endless scenic shots that make 105 minutes seem twice as long ;0;;725;725;'s simply stupid , irrelevant and deeply ;0
723;723;without any of its sense of fun or energy ;0;;726;726;wonderland adventure , a stalker thriller , and ;1
724;724;be the cat 's meow ;1;;727;727;be part of ;0
725;725;'s simply stupid , irrelevant and deeply ;0;;728;728;cinema history as the only movie ever ;0
726;726;wonderland adventure , a stalker thriller , and ;1;;729;729;comes from a renowned indian film culture that allows americans to finally revel in its splendor ;1
727;727;be part of ;1;;730;730;accomplished oscar winners ;1
728;728;cinema history as the only movie ever ;1;;731;731;of those underrated professionals who deserve but rarely receive it ;1
729;729;comes from a renowned indian film culture that allows americans to finally revel in its splendor ;1;;732;732;we find ourselves surprised at how much we care about the story ;1
730;730;accomplished oscar winners ;1;;733;733;an all-time low ;0
731;731;of those underrated professionals who deserve but rarely receive it ;1;;734;734;enjoyed it just ;1
732;732;we find ourselves surprised at how much we care about the story ;1;;735;735;reacting to it - feeling a part of its grand locations , ;1
733;733;an all-time low ;0;;736;736;delivered with such conviction that it 's hard not to be carried away ;1
734;734;enjoyed it just ;1;;737;737;colorful , vibrant introduction ;1
735;735;reacting to it - feeling a part of its grand locations , ;1;;738;738;the slow parade of human frailty fascinates you ;1
736;736;delivered with such conviction that it 's hard not to be carried away ;1;;739;739;famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . ;1
737;737;colorful , vibrant introduction ;1;;740;740;a laugh between them ;1
738;738;the slow parade of human frailty fascinates you ;1;;741;741;that gradually sneaks up on the audience ;0
739;739;famuyiwa 's feature deals with its subject matter in a tasteful , intelligent manner , rather than forcing us to endure every plot contrivance that the cliché-riddled genre can offer . ;1;;742;742;photographic marvel ;1
740;740;a laugh between them ;1;;743;743;is shockingly bad and absolutely unnecessary . ;0
741;741;that gradually sneaks up on the audience ;1;;744;744;gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . ;1
742;742;photographic marvel ;1;;745;745;the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood . ;0
743;743;is shockingly bad and absolutely unnecessary . ;0;;746;746;while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . ;1
744;744;gets vivid performances from her cast and pulls off some deft ally mcbeal-style fantasy sequences . ;1;;747;747;wow ' factor ;1
745;745;the result , however well-intentioned , is ironically just the sort of disposable , kitchen-sink homage that illustrates why the whole is so often less than the sum of its parts in today 's hollywood . ;0;;748;748;hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema . ;1
746;746;while not for every taste , this often very funny collegiate gross-out comedy goes a long way toward restoring the luster of the national lampoon film franchise , too long reduced to direct-to-video irrelevancy . ;1;;749;749;brazil-like , hyper-real satire ;1
747;747;wow ' factor ;1;;750;750;low on both suspense and payoff ;0
748;748;hashiguchi covers this territory with wit and originality , suggesting that with his fourth feature -- the first to be released in the u.s. -- a major director is emerging in world cinema . ;1;;751;751;find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most ;0
749;749;brazil-like , hyper-real satire ;1;;752;752;an absolute delight for all audiences ;1
750;750;low on both suspense and payoff ;0;;753;753;would tax einstein 's brain . ;0
751;751;find a scathing portrayal of a powerful entity strangling the life out of the people who want to believe in it the most ;1;;754;754;'s its first sign of trouble ;0
752;752;an absolute delight for all audiences ;1;;755;755;ca n't believe anyone would really buy this stuff ;0
753;753;would tax einstein 's brain . ;0;;756;756;moonlight mile should strike a nerve in many . ;1
754;754;'s its first sign of trouble ;0;;757;757;if ever such a dependable concept was botched in execution ;0
755;755;ca n't believe anyone would really buy this stuff ;0;;758;758;wedding feels a bit anachronistic . ;0
756;756;moonlight mile should strike a nerve in many . ;1;;759;759;been lost in the translation this time ;0
757;757;if ever such a dependable concept was botched in execution ;0;;760;760;revelatory performance ;1
758;758;wedding feels a bit anachronistic . ;0;;761;761;the pianist like a surgeon mends a broken heart ;
759;759;been lost in the translation this time ;0;;762;762;remains oddly detached ;0
760;760;revelatory performance ;1;;763;763;that is more complex and honest than anything represented in a hollywood film ;1
761;761;the pianist like a surgeon mends a broken heart ;;;764;764;nifty premise ;1
762;762;remains oddly detached ;0;;765;765;vein ;0
763;763;that is more complex and honest than anything represented in a hollywood film ;1;;766;766;the wonderfully lush morvern callar is pure punk existentialism , and ;1
764;764;nifty premise ;1;;767;767;go down with a ship as leaky ;0
765;765;vein ;1;;768;768;earnest movie ;1
766;766;the wonderfully lush morvern callar is pure punk existentialism , and ;1;;769;769;effective enough ;1
767;767;go down with a ship as leaky ;0;;770;770;showing us well-thought stunts or a car chase that we have n't seen 10,000 times ;1
768;768;earnest movie ;1;;771;771;make the film more silly than scary , like some sort of martha stewart decorating program run amok ;0
769;769;effective enough ;1;;772;772;going at a rapid pace , ;1
770;770;showing us well-thought stunts or a car chase that we have n't seen 10,000 times ;1;;773;773;still fun and enjoyable and ;1
771;771;make the film more silly than scary , like some sort of martha stewart decorating program run amok ;0;;774;774;a lazy exercise in bad filmmaking ;0
772;772;going at a rapid pace , ;1;;775;775;this thing is virtually unwatchable . ;0
773;773;still fun and enjoyable and ;1;;776;776;'s also undeniably exceedingly clever ;1
774;774;a lazy exercise in bad filmmaking ;0;;777;777;would ever work in a mcculloch production again if they looked at how this movie turned out ;0
775;775;this thing is virtually unwatchable . ;0;;778;778;an entertainment destination for the general public ;1
776;776;'s also undeniably exceedingly clever ;1;;779;779;i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ;0
777;777;would ever work in a mcculloch production again if they looked at how this movie turned out ;0;;780;780;england 's roger mitchell , who handily makes the move from pleasing ;1
778;778;an entertainment destination for the general public ;1;;781;781;to the enduring strengths of women ;1
779;779;i have ever seen , constantly pulling the rug from underneath us , seeing things from new sides , plunging deeper , getting more intense . ;1;;782;782;surprisingly faithful ;1
780;780;england 's roger mitchell , who handily makes the move from pleasing ;1;;783;783;the numerous scenes ;0
781;781;to the enduring strengths of women ;1;;784;784;exaggerated and ;0
782;782;surprisingly faithful ;1;;785;785;takes a really long , slow and dreary time ;0
783;783;the numerous scenes ;1;;786;786;improved upon the first ;1
784;784;exaggerated and ;0;;787;787;that might have made it an exhilarating ;1
785;785;takes a really long , slow and dreary time ;0;;788;788;k-19 : the widowmaker is a great yarn . ;1
786;786;improved upon the first ;1;;789;789;humorless ;0
787;787;that might have made it an exhilarating ;1;;790;790;thank ;1
788;788;k-19 : the widowmaker is a great yarn . ;1;;791;791;just because a walk to remember ;1
789;789;humorless ;0;;792;792;bite ;0
790;790;thank ;1;;793;793;amounts to little more than punishment . ;0
791;791;just because a walk to remember ;1;;794;794;the humor is recognizably plympton ;1
792;792;bite ;0;;795;795;likeable thanks to its cast , its cuisine and its quirky tunes . ;1
793;793;amounts to little more than punishment . ;0;;796;796;makes piecing the story together frustrating difficult ;0
794;794;the humor is recognizably plympton ;1;;797;797;a fascinating , compelling story ;1
795;795;likeable thanks to its cast , its cuisine and its quirky tunes . ;1;;798;798;the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence ;0
796;796;makes piecing the story together frustrating difficult ;0;;799;799;a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . ;1
797;797;a fascinating , compelling story ;1;;800;800;whimsical and relevant today ;1
798;798;the film 's hero is a bore and his innocence soon becomes a questionable kind of inexcusable dumb innocence ;0;;801;801;see the it ;0
799;799;a fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction . ;1;;802;802;tackles the difficult subject of grief and loss ;0
800;800;whimsical and relevant today ;1;;803;803;grotesque narcissism ;0
801;801;see the it ;1;;804;804;funny and sad ;0
802;802;tackles the difficult subject of grief and loss ;1;;805;805;is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . ;1
803;803;grotesque narcissism ;0;;806;806;it wore me down ;0
804;804;funny and sad ;1;;807;807;be so stupid ;0
805;805;is , arguably , the most accomplished work to date from hong kong 's versatile stanley kwan . ;1;;808;808;as refreshing ;1
806;806;it wore me down ;0;;809;809;what we get in feardotcom is more like something from a bad clive barker movie . ;0
807;807;be so stupid ;0;;810;810;has created a brilliant motion picture . ;1
808;808;as refreshing ;1;;811;811;from the clumsy cliché of the ugly american ;0
809;809;what we get in feardotcom is more like something from a bad clive barker movie . ;0;;812;812;a beautiful food entrée ;1
810;810;has created a brilliant motion picture . ;1;;813;813;us a slice of life that 's very different from our own and yet instantly recognizable ;1
811;811;from the clumsy cliché of the ugly american ;0;;814;814;the passive-aggressive psychology of co-dependence ;0
812;812;a beautiful food entrée ;1;;815;815;his story ends or just ca n't tear himself away from the characters ;1
813;813;us a slice of life that 's very different from our own and yet instantly recognizable ;1;;816;816;does not live up to its style ;0
814;814;the passive-aggressive psychology of co-dependence ;0;;817;817;scenes of cinematic perfection ;1
815;815;his story ends or just ca n't tear himself away from the characters ;1;;818;818;love liza 's tale ;1
816;816;does not live up to its style ;0;;819;819;the type of film about growing up that we do n't see often enough these days : realistic , urgent ;1
817;817;scenes of cinematic perfection ;1;;820;820;first , for a movie that tries to be smart , it 's kinda dumb . ;0
818;818;love liza 's tale ;1;;821;821;go see this delightful comedy . ;1
819;819;the type of film about growing up that we do n't see often enough these days : realistic , urgent ;1;;822;822;worst sense ;0
820;820;first , for a movie that tries to be smart , it 's kinda dumb . ;0;;823;823;propelled by the acting ;1
821;821;go see this delightful comedy . ;1;;824;824;presents us with an action movie that actually has a brain . ;1
822;822;worst sense ;0;;825;825;human nature is a goofball movie , in the way that malkovich was , but it tries too hard ;0
823;823;propelled by the acting ;1;;826;826;overplayed ;0
824;824;presents us with an action movie that actually has a brain . ;1;;827;827;should be poignant ;1
825;825;human nature is a goofball movie , in the way that malkovich was , but it tries too hard ;0;;828;828;'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . ;1
826;826;overplayed ;0;;829;829;visceral and dangerously honest revelations about the men and machines behind the curtains of our planet ;1
827;827;should be poignant ;0;;830;830;kirshner and monroe seem to be in a contest to see who can out-bad-act the other . ;0
828;828;'' feels capable of charming the masses with star power , a pop-induced score and sentimental moments that have become a spielberg trademark . ;1;;831;831;mug shots ;0
829;829;visceral and dangerously honest revelations about the men and machines behind the curtains of our planet ;1;;832;832;the barbarism of ` ethnic cleansing ;0
